block,plot,sub,bkgrd,dens,phyto,phyto.n.indiv,phyto.date.census,phyto.date.collect,phyto.unique,Nbrhood.size,bkgrd.n.indiv,bg.date.census,CRCO,ERBO,FIGA,GAMU,HYGL,SIGA,other,notes,plot.notes,sub.notes,unique
6,10,25,ANAR,L,VIVI,-9999,,,,,,,,,,,,,,,,,4418
6,11,1,BRNI,L,BRHO,2,04/22/2022,04/22/2022,,10,5,04/22/2022,0,0,0,2,0,0,0,,,,4419
6,11,2,BRNI,L,ANAR,1,04/27/2022,,,10,3,04/27/2022,0,0,1,1,0,0,0,in sub 1,,,4420
6,11,3,BRNI,L,MAEL,0,04/27/2022,,,18,27,04/27/2022,0,0,0,1,1,0,1,,,,4421
6,11,4,BRNI,L,empty,,,,,,,,,,,,,,,,,,4422
6,11,5,BRNI,L,empty,,,,,,,,,,,,,,,,,,4423
6,11,6,BRNI,L,CESO,0,04/27/2022,,,18,40,04/27/2022,0,0,0,2,0,0,0,,,,4424
6,11,7,BRNI,L,BRNI,1,04/27/2022,04/27/2022,,18,28,04/27/2022,0,0,0,1,0,0,0,,,,4425
6,11,8,BRNI,L,TWIL-I,0,04/12/2022,,,18,13,04/12/2022,0,0,1,1,1,0,0,,,,4426
6,11,9,BRNI,L,empty,,,,,,,,,,,,,,,,,,4427
6,11,10,BRNI,L,CLPU,0,04/27/2022,,,10,2,04/27/2022,0,0,0,1,0,0,0,,,,4428
6,11,11,BRNI,L,empty,,,,,,,,,,,,,,,,,,4429
6,11,12,BRNI,L,PLER,1,04/17/2022,04/17/2022,,10,19,04/17/2022,0,0,0,2,0,0,0,,,,4430
6,11,13,BRNI,L,ACAM,1,04/27/2022,,,10,11,04/27/2022,0,0,0,0,0,0,1,,,,4431
6,11,14,BRNI,L,ERBO,-9999,,,,,,,,,,,,,,,,,4432
6,11,15,BRNI,L,TACA,2,04/27/2022,,,10,14,04/27/2022,0,0,0,0,2,0,0,,,,4433
6,11,16,BRNI,L,MICA,0,04/07/2022,,,10,10,04/07/2022,0,0,0,0,0,0,0,,,,4434
6,11,17,BRNI,L,LOMU,1,04/27/2022,,,10,14,04/27/2022,0,0,0,0,0,0,0,it is tiny and almost in sub 18.,,,4435
6,11,18,BRNI,L,AVBA,0,04/27/2022,,,,41,04/27/2022,0,0,1,0,0,0,0,,,,4436
6,11,19,BRNI,L,AMME,0,04/01/2022,,,18,28,04/01/2022,0,0,0,3,0,0,0,,,,4437
6,11,20,BRNI,L,PLNO,0,04/22/2022,,,18,28,04/22/2022,0,0,0,6,0,0,0,,,,4438
6,11,21,BRNI,L,GITR,2,04/17/2022,04/17/2022,,10,11,04/17/2022,0,0,0,1,0,0,0,,,,4439
6,11,22,BRNI,L,THIR-I,2,04/27/2022,,,18,56,04/27/2022,0,0,0,0,1,0,0,,,,4440
6,11,23,BRNI,L,LENI,0,03/17/2022,,,18,20,03/17/2022,0,0,0,2,0,0,1,,,,4441
6,11,24,BRNI,L,empty,,,,,,,,,,,,,,,,,,4442
6,11,25,BRNI,L,VIVI,-9999,,,,,,,,,,,,,,,,,4443
6,12,1,AMME,H,BRHO,3,04/08/2022,04/22/2022,,10,0,04/08/2022,0,0,0,1,0,0,0,CORRECTED. one phytometer in subplot 2. Additional phyto found. phyto # changed from 2 to 3. Manuel update needed.,,,4444
6,12,2,AMME,H,ANAR,0,04/08/2022,,,10,2,04/08/2022,0,0,0,2,0,1,1,,,,4445
6,12,3,AMME,H,MAEL,1,04/08/2022,,,18,2,04/08/2022,3,1,1,2,0,0,1,northern most in buffer,,,4446
6,12,4,AMME,H,empty,,,,,,,,,,,,,,,Skip,,,4447
6,12,5,AMME,H,empty,,,,,,,,,,,,,,,Skip,,,4448
6,12,6,AMME,H,CESO,2,04/08/2022,,,18,0,04/08/2022,5,0,1,9,0,0,0,,,,4449
6,12,7,AMME,H,BRNI,2,04/08/2022,04/27/2022,,18,0,04/08/2022,0,0,0,6,0,1,0,,,,4450
6,12,8,AMME,H,skip,,,,,,,,,,,,,,,skip,,subplot: SKIP,4451
6,12,9,AMME,H,TWIL-I,0,04/08/2022,,,18,0,04/08/2022,0,0,1,4,0,3,1,,,,4452
6,12,10,AMME,H,CLPU,0,04/08/2022,,,10,0,04/08/2022,6,0,1,3,0,2,2,,,,4453
6,12,11,AMME,H,AMME,1,04/08/2022,04/08/2022,,,1,04/08/2022,5,0,0,3,0,0,1,switched to AMME phyto,,,4454
6,12,12,AMME,H,PLER,2,04/08/2022,04/17/2022,,10,0,04/08/2022,13,0,0,2,0,1,0,,,,4455
6,12,13,AMME,H,ACAM,0,04/08/2022,,,10,0,04/08/2022,0,0,0,3,0,1,0,,,,4456
6,12,14,AMME,H,ERBO,-9999,,,,,,,,,,,,,,,,,4457
6,12,15,AMME,H,TACA,3,04/08/2022,,,10,0,04/08/2022,0,0,0,2,0,1,0,,,,4458
6,12,16,AMME,H,MICA,1,04/07/2022,04/07/2022,,10,1,04/07/2022,0,0,0,0,0,0,0,,,,4459
6,12,17,AMME,H,LOMU,0,04/08/2022,,,10,0,04/08/2022,0,0,1,0,0,0,2,,,,4460
6,12,18,AMME,H,AVBA,0,05/03/2022,,,,0,05/03/2022,0,0,0,8,0,2,1,Skip,,,4461
6,12,19,AMME,H,empty,,,,,18,,,,,,,,,,skipped no AMME present switched to empty,,,4462
6,12,20,AMME,H,PLNO,0,04/08/2022,,,18,0,04/08/2022,44,0,1,5,1,2,0,,,,4463
6,12,21,AMME,H,GITR,3,04/08/2022,04/17/2022,,10,0,04/08/2022,0,0,0,1,1,0,0,,,,4464
6,12,22,AMME,H,THIR-I,3,04/08/2022,,,18,0,04/08/2022,0,0,0,4,0,1,0,one phyto lingering into subplot 21,,,4465
6,12,23,AMME,H,LENI,1,03/17/2022,03/17/2022,,18,0,03/17/2022,3,0,0,0,0,0,0,,,,4466
6,12,24,AMME,H,empty,,,,,,,,,,,,,,,Skip,,,4467
6,12,25,AMME,H,VIVI,-9999,,,,,,,,,,,,,,,,,4468
6,13,1,THIR-I,L,BRHO,3,04/22/2022,04/22/2022,,10,4,04/22/2022,2,0,1,5,0,0,0,,,,4469
6,13,2,THIR-I,L,ANAR,,,,,10,,,,,,,,,,,,,4470
6,13,3,THIR-I,L,MAEL,,,,,18,,,,,,,,,,,,,4471
6,13,4,THIR-I,L,empty,,,,,,,,,,,,,,,,,,4472
6,13,5,THIR-I,L,empty,,,,,,,,,,,,,,,,,,4473
6,13,6,THIR-I,L,CESO,,,,,18,,,,,,,,,,,,,4474
6,13,7,THIR-I,L,BRNI,2,04/27/2022,04/27/2022,,18,2,04/27/2022,3,0,0,9,1,4,3,,,,4475
6,13,8,THIR-I,L,TWIL-I,0,04/12/2022,,,18,4,04/12/2022,4,0,2,4,0,0,2,,,,4476
6,13,9,THIR-I,L,empty,,,,,,,,,,,,,,,,,,4477
6,13,10,THIR-I,L,CLPU,,,,,10,,,,,,,,,,,,,4478
6,13,11,THIR-I,L,empty,,,,,,,,,,,,,,,,,,4479
6,13,12,THIR-I,L,PLER,2,04/17/2022,04/17/2022,,10,5,04/17/2022,0,0,1,1,0,0,1,other= CESO?,,,4480
6,13,13,THIR-I,L,ACAM,,,,,10,,,,,,,,,,,,,4481
6,13,14,THIR-I,L,ERBO,-9999,,,,,,,,,,,,,,,,,4482
6,13,15,THIR-I,L,TACA,,,,,10,,,,,,,,,,,,,4483
6,13,16,THIR-I,L,MICA,1,04/07/2022,04/07/2022,,10,0,04/07/2022,0,0,0,0,0,1,0,,,,4484
6,13,17,THIR-I,L,LOMU,,,,,10,,,,,,,,,,,,,4485
6,13,18,THIR-I,L,AVBA,0,05/03/2022,,,,6,05/03/2022,0,0,1,5,2,5,1,HYGL=SEVU,,,4486
6,13,19,THIR-I,L,AMME,0,04/01/2022,,,18,4,04/01/2022,17,0,2,3,0,5,3,,,,4487
6,13,20,THIR-I,L,PLNO,1,04/22/2022,04/22/2022,,18,4,04/22/2022,3,0,6,4,0,0,8,,,,4488
6,13,21,THIR-I,L,GITR,3,04/17/2022,04/17/2022,,10,1,04/17/2022,0,0,0,0,0,0,0,,,,4489
6,13,22,THIR-I,L,THIR-I,,,,,18,,,,,,,,,,,,,4490
6,13,23,THIR-I,L,LENI,2,03/17/2022,03/17/2022,,18,2,03/17/2022,0,0,0,2,1,2,2,,,,4491
6,13,24,THIR-I,L,TWIL-U,0,04/12/2022,,,18,4,04/12/2022,9,0,1,4,0,4,2,,,,4492
6,13,25,THIR-I,L,VIVI,-9999,,,,,,,,,,,,,,,,,4493
6,14,1,GITR,H,BRHO,2,04/19/2022,04/19/2022,,10,31,04/19/2022,0,0,2,0,0,0,0,,,,4494
6,14,2,GITR,H,skip,,,,,,,,,,,,,,,,,subplot: SKIP,4495
6,14,3,GITR,H,MAEL,0,04/19/2022,,,18,78,04/19/2022,0,0,1,0,0,0,1,,,,4496
6,14,4,GITR,H,empty,,,,,,,,,,,,,,,,,,4497
6,14,5,GITR,H,ANAR,0,04/19/2022,,,10,16,04/19/2022,0,0,0,1,0,0,0,,,,4498
6,14,6,GITR,H,CESO,2,04/19/2022,,,18,98,04/19/2022,0,0,1,0,0,0,0,,,,4499
6,14,7,GITR,H,BRNI,0,04/19/2022,,,18,164,04/19/2022,0,0,0,0,0,0,0,,,,4500
6,14,8,GITR,H,TWIL-I,0,04/12/2022,,,18,10,04/12/2022,0,0,1,0,0,0,0,,,,4501
6,14,9,GITR,H,empty,,,,,,,,,,,,,,,,,,4502
6,14,10,GITR,H,CLPU,0,04/19/2022,,,10,18,04/19/2022,0,0,1,0,0,1,0,,,,4503
6,14,11,GITR,H,empty,,,,,,,,,,,,,,,,,,4504
6,14,12,GITR,H,PLER,3,04/17/2022,04/17/2022,,10,25,04/17/2022,0,0,0,0,0,0,0,CORRECTED; CE changed phyto num from 2->3 based on collection envelope,,,4505
6,14,13,GITR,H,ACAM,0,04/19/2022,,,10,18,04/19/2022,0,0,2,0,0,0,0,,,,4506
6,14,14,GITR,H,ERBO,-9999,,,,,,,,,,,,,,,,,4507
6,14,15,GITR,H,TACA,3,04/19/2022,,,10,35,04/19/2022,0,0,0,0,0,0,0,,,,4508
6,14,16,GITR,H,MICA,1,04/07/2022,04/07/2022,,10,14,04/07/2022,0,0,0,0,0,0,0,,,,4509
6,14,17,GITR,H,LOMU,1,04/19/2022,,,10,42,04/19/2022,0,0,0,0,0,0,0,,,,4510
6,14,18,GITR,H,AVBA,0,05/03/2022,,,,116,05/03/2022,0,0,0,0,0,0,1,0ther= LOMU,,,4511
6,14,19,GITR,H,AMME,0,04/01/2022,,,18,97,04/01/2022,0,0,0,0,0,0,0,,,,4512
6,14,20,GITR,H,PLNO,0,04/19/2022,,,18,130,04/19/2022,0,0,0,0,0,0,0,,,,4513
6,14,21,GITR,H,GITR,1,04/19/2022,04/19/2022,,10,37,04/19/2022,0,0,2,0,0,0,0,,,,4514
6,14,22,GITR,H,THIR-I,3,04/19/2022,,,18,148,04/19/2022,0,0,1,0,1,0,1,,,,4515
6,14,23,GITR,H,LENI,1,03/16/2022,03/16/2022,,18,73,03/16/2022,0,0,1,0,0,0,1,,,,4516
6,14,24,GITR,H,empty,,,,,,,,,,,,,,,,,,4517
6,14,25,GITR,H,VIVI,-9999,,,,,,,,,,,,,,,,,4518
6,15,1,ANAR,H,BRHO,3,04/22/2022,04/22/2022,,10,19,04/22/2022,0,0,0,0,0,0,4,,,,4519
6,15,2,ANAR,H,ANAR,,,,,10,,,,,,,,,,,,,4520
6,15,3,ANAR,H,MAEL,1,05/06/2022,,,18,42,05/06/2022,10,0,5,0,0,0,4,other = MICA,,,4521
6,15,4,ANAR,H,empty,,,,,,,,,,,,,,,skip,,,4522
6,15,5,ANAR,H,empty,,,,,,,,,,,,,,,skip,,,4523
6,15,6,ANAR,H,CESO,1,05/06/2022,,,18,40,05/06/2022,0,0,3,1,5,0,2,"phyto V small possible not Ceso but census just in case, HYGL = 3 senecio ,, other = some different dandelion species",,,4524
6,15,7,ANAR,H,BRNI,2,04/27/2022,04/27/2022,,18,63,04/27/2022,0,1,2,3,1,2,1,,,,4525
6,15,8,ANAR,H,TWIL-I,0,04/12/2022,,,18,45,04/12/2022,5,0,21,0,1,1,0,,,,4526
6,15,9,ANAR,H,empty,,,,,,,,,,,,,,,Skip,,,4527
6,15,10,ANAR,H,CLPU,0,05/06/2022,,,10,21,05/06/2022,0,0,1,0,0,0,0,,,,4528
6,15,11,ANAR,H,empty,,,,,,,,,,,,,,,Skip,,,4529
6,15,12,ANAR,H,PLER,2,04/18/2022,04/18/2022,,10,39,04/18/2022,0,0,1,1,1,0,0,HYGL = senecio,,,4530
6,15,13,ANAR,H,ACAM,0,05/06/2022,,,10,19,05/06/2022,0,0,7,1,0,0,0,,,,4531
6,15,14,ANAR,H,ERBO,-9999,,,,,,,,,,,,,,,,,4532
6,15,15,ANAR,H,TACA,2,05/06/2022,,,10,21,05/06/2022,0,0,0,1,0,0,1,other= PLER,,,4533
6,15,16,ANAR,H,MICA,2,04/06/2022,04/06/2022,,10,21,04/06/2022,0,0,1,3,0,0,0,,,,4534
6,15,17,ANAR,H,LOMU,0,05/06/2022,,,10,20,05/06/2022,0,0,1,1,0,0,0,,,,4535
6,15,18,ANAR,H,AVBA,0,05/04/2022,,,,38,05/04/2022,0,0,5,9,1,0,0,,,,4536
6,15,19,ANAR,H,AMME,0,04/01/2022,,,18,45,04/01/2022,26,0,8,1,0,0,0,,,,4537
6,15,20,ANAR,H,PLNO,0,04/22/2022,,,18,17,04/22/2022,0,0,7,0,0,0,0,,,,4538
6,15,21,ANAR,H,GITR,0,04/18/2022,,,10,24,04/18/2022,1,0,2,0,0,0,0,,,,4539
6,15,22,ANAR,H,THIR-I,0,05/06/2022,,,18,58,05/06/2022,0,0,4,3,0,0,0,,,,4540
6,15,23,ANAR,H,LENI,0,03/16/2022,,,18,63,03/16/2022,1,2,2,0,0,0,0,,,,4541
6,15,24,ANAR,H,empty,,,,,,,,,,,,,,,skip,,,4542
6,15,25,ANAR,H,VIVI,-9999,,,,,,,,,,,,,,,,,4543
6,16,1,Control,,BRHO,3,04/22/2022,04/22/2022,,10,0,04/22/2022,0,0,1,0,0,0,2,,,,4544
6,16,2,Control,,ANAR,,,,,10,,,,,,,,,,,,,4545
6,16,3,Control,,MAEL,,,,,18,,,,,,,,,,,,,4546
6,16,4,Control,,THIR-U,,,,,18,,,,,,,,,,,,,4547
6,16,5,Control,,empty,,,,,,,,,,,,,,,,,,4548
6,16,6,Control,,CESO,,,,,18,,,,,,,,,,,,,4549
6,16,7,Control,,BRNI,1,04/27/2022,04/27/2022,,18,0,04/27/2022,0,0,6,1,0,0,0,,,,4550
6,16,8,Control,,TWIL-I,1,04/12/2022,04/12/2022,,18,0,04/12/2022,0,0,7,1,0,0,0,,,,4551
6,16,9,Control,,empty,,,,,,,,,,,,,,,,,,4552
6,16,10,Control,,CLPU,,,,,10,,,,,,,,,,,,,4553
6,16,11,Control,,empty,,,,,,,,,,,,,,,,,,4554
6,16,12,Control,,PLER,1,04/18/2022,04/18/2022,,10,,04/18/2022,0,0,3,2,0,0,0,,,,4555
6,16,13,Control,,ACAM,,,,,10,,,,,,,,,,,,,4556
6,16,14,Control,,ERBO,-9999,,,,,,,,,,,,,,,,,4557
6,16,15,Control,,TACA,,,,,10,,,,,,,,,,,,,4558
6,16,16,Control,,MICA,2,04/06/2022,04/06/2022,,10,0,04/06/2022,0,0,4,0,0,0,1,,,,4559
6,16,17,Control,,LOMU,,,,,10,,,,,,,,,,,,,4560
6,16,18,Control,,AVBA,0,05/04/2022,,,,0,05/04/2022,0,0,4,0,0,0,0,,,,4561
6,16,19,Control,,AMME,0,04/01/2022,,,18,,04/01/2022,5,0,1,0,0,0,0,,,,4562
6,16,20,Control,,PLNO,0,04/22/2022,,,18,0,04/22/2022,0,0,6,1,0,1,1,,,,4563
6,16,21,Control,,GITR,2,04/18/2022,04/18/2022,,10,,04/18/2022,0,0,2,2,0,0,3,other = 2 ANAR + PLER,,,4564
6,16,22,Control,,THIR-I,,,,,18,,,,,,,,,,,,,4565
6,16,23,Control,,LENI,0,03/16/2022,,,18,,03/16/2022,0,0,6,0,0,0,1,,,,4566
6,16,24,Control,,TWIL-U,1,04/12/2022,04/12/2022,,18,0,04/12/2022,7,0,4,4,0,0,0,,,,4567
6,16,25,Control,,VIVI,-9999,,,,,,,,,,,,,,,,,4568
6,17,1,THIR-I,H,BRHO,3,04/22/2022,04/22/2022,,10,2,04/22/2022,0,0,4,2,0,0,0,,,,4569
6,17,2,THIR-I,H,ANAR,,,,,10,,,,,,,,,,,,,4570
6,17,3,THIR-I,H,MAEL,,,,,18,,,,,,,,,,,,,4571
6,17,4,THIR-I,H,THIR-U,,,,,18,,,,,,,,,,,,"subplot: this shouldnt exist, skip",4572
6,17,5,THIR-I,H,empty,,,,,,,,,,,,,,,,,,4573
6,17,6,THIR-I,H,CESO,,,,,18,,,,,,,,,,,,,4574
6,17,7,THIR-I,H,BRNI,2,04/27/2022,04/27/2022,,18,11,04/27/2022,0,0,3,0,0,1,0,,,,4575
6,17,8,THIR-I,H,TWIL-I,0,04/12/2022,,,18,10,04/12/2022,0,0,21,2,0,0,0,,,,4576
6,17,9,THIR-I,H,empty,,,,,,,,,,,,,,,,,,4577
6,17,10,THIR-I,H,CLPU,,,,,10,,,,,,,,,,,,,4578
6,17,11,THIR-I,H,empty,,,,,,,,,,,,,,,,,,4579
6,17,12,THIR-I,H,PLER,3,04/18/2022,04/18/2022,,10,11,04/18/2022,0,0,2,0,0,1,0,,,,4580
6,17,13,THIR-I,H,ACAM,,,,,10,,,,,,,,,,,,,4581
6,17,14,THIR-I,H,ERBO,-9999,,,,,,,,,,,,,,,,,4582
6,17,15,THIR-I,H,TACA,,,,,10,,,,,,,,,,,,,4583
6,17,16,THIR-I,H,MICA,1,04/06/2022,04/06/2022,,10,0,04/06/2022,0,0,1,0,0,0,0,,,,4584
6,17,17,THIR-I,H,LOMU,,,,,10,,,,,,,,,,,,,4585
6,17,18,THIR-I,H,AVBA,0,05/04/2022,,,,13,05/04/2022,0,0,5,0,0,0,0,,,,4586
6,17,19,THIR-I,H,AMME,0,04/01/2022,,,18,12,04/01/2022,0,0,6,3,0,0,0,,,,4587
6,17,20,THIR-I,H,PLNO,0,04/22/2022,,,18,3,04/22/2022,0,0,5,0,0,0,0,,,,4588
6,17,21,THIR-I,H,GITR,2,04/18/2022,04/18/2022,,10,3,04/18/2022,5,8,1,0,0,1,2,other = dandelion + small basil rosset individual,,,4589
6,17,22,THIR-I,H,THIR-I,,,,,18,,,,,,,,,,,,,4590
6,17,23,THIR-I,H,LENI,2,03/16/2022,03/16/2022,,18,10,03/16/2022,2,0,7,0,0,1,0,,,,4591
6,17,24,THIR-I,H,TWIL-U,0,04/12/2022,,,18,8,04/12/2022,0,0,9,0,0,0,0,,,,4592
6,17,25,THIR-I,H,VIVI,-9999,,,,,,,,,,,,,,,,,4593
6,18,1,MAEL,L,BRHO,2,04/22/2022,04/22/2022,,10,0,04/22/2022,0,0,5,0,0,1,0,,,,4594
6,18,2,MAEL,L,ANAR,,,,,10,,,,,,,,,,,,,4595
6,18,3,MAEL,L,MAEL,,,,,18,,,,,,,,,,,,,4596
6,18,4,MAEL,L,empty,,,,,,,,,,,,,,,,,,4597
6,18,5,MAEL,L,empty,,,,,,,,,,,,,,,,,,4598
6,18,6,MAEL,L,CESO,,,,,18,,,,,,,,,,,,,4599
6,18,7,MAEL,L,BRNI,2,04/27/2022,04/27/2022,,18,1,04/27/2022,0,0,5,0,0,0,1,,,,4600
6,18,8,MAEL,L,TWIL-I,0,04/12/2022,,,18,2,04/12/2022,5,0,6,0,0,0,0,,,,4601
6,18,9,MAEL,L,empty,,,,,,,,,,,,,,,,,,4602
6,18,10,MAEL,L,CLPU,,,,,10,,,,,,,,,,,,,4603
6,18,11,MAEL,L,empty,,,,,,,,,,,,,,,,,,4604
6,18,12,MAEL,L,PLER,0,04/18/2022,,,10,0,04/18/2022,0,0,2,0,0,0,0,,,,4605
6,18,13,MAEL,L,ACAM,,,,,10,,,,,,,,,,,,,4606
6,18,14,MAEL,L,ERBO,-9999,,,,,,,,,,,,,,,,,4607
6,18,15,MAEL,L,TACA,,,,,10,,,,,,,,,,,,,4608
6,18,16,MAEL,L,MICA,0,04/06/2022,,,10,0,04/06/2022,0,0,4,0,0,0,0,,,,4609
6,18,17,MAEL,L,LOMU,,,,,10,,,,,,,,,,,,,4610
6,18,18,MAEL,L,AVBA,0,05/04/2022,,,,0,05/04/2022,0,0,11,0,0,0,0,,,,4611
6,18,19,MAEL,L,AMME,0,04/01/2022,,,18,2,04/01/2022,16,0,4,0,1,0,0,,,,4612
6,18,20,MAEL,L,PLNO,0,04/22/2022,,,18,3,04/22/2022,16,0,11,1,0,0,1,,,,4613
6,18,21,MAEL,L,GITR,2,04/18/2022,04/18/2022,,10,1,04/18/2022,0,0,1,0,0,0,0,,,,4614
6,18,22,MAEL,L,THIR-I,,,,,18,,,,,,,,,,,,,4615
6,18,23,MAEL,L,LENI,2,03/16/2022,03/16/2022,,18,0,03/16/2022,0,0,7,0,0,0,0,,,,4616
6,18,24,MAEL,L,empty,,,,,,,,,,,,,,,,,,4617
6,18,25,MAEL,L,VIVI,-9999,,,,,,,,,,,,,,,,,4618
6,19,1,LOMU,L,BRHO,3,04/22/2022,04/22/2022,,10,0,04/22/2022,0,0,1,0,1,0,0,,,,4619
6,19,2,LOMU,L,ANAR,,,,,10,,,,,,,,,,,,,4620
6,19,3,LOMU,L,MAEL,,,,,18,,,,,,,,,,,,,4621
6,19,4,LOMU,L,empty,,,,,,,,,,,,,,,,,,4622
6,19,5,LOMU,L,empty,,,,,,,,,,,,,,,,,,4623
6,19,6,LOMU,L,CESO,,,,,18,,,,,,,,,,,,,4624
6,19,7,LOMU,L,BRNI,0,04/27/2022,,,18,8,04/27/2022,18,0,4,0,0,2,1,,,,4625
6,19,8,LOMU,L,TWIL-I,0,04/12/2022,,,18,3,04/12/2022,26,0,1,1,0,1,0,,,,4626
6,19,9,LOMU,L,empty,,,,,,,,,,,,,,,,,,4627
6,19,10,LOMU,L,CLPU,,,,,10,,,,,,,,,,,,,4628
6,19,11,LOMU,L,empty,,,,,,,,,,,,,,,,,,4629
6,19,12,LOMU,L,PLER,3,04/18/2022,04/18/2022,,10,2,04/18/2022,11,0,1,1,1,0,2,other = red grassy weed,,,4630
6,19,13,LOMU,L,ACAM,,,,,10,,,,,,,,,,,,,4631
6,19,14,LOMU,L,ERBO,-9999,,,,,,,,,,,,,,,,,4632
6,19,15,LOMU,L,TACA,,,,,10,,,,,,,,,,,,,4633
6,19,16,LOMU,L,MICA,0,04/06/2022,,,10,1,04/06/2022,8,0,4,1,0,0,0,,,,4634
6,19,17,LOMU,L,LOMU,,,,,10,,,,,,,,,,,,,4635
6,19,18,LOMU,L,AVBA,0,05/04/2022,,,,13,05/04/2022,0,0,3,0,0,0,0,,,,4636
6,19,19,LOMU,L,AMME,0,04/01/2022,,,18,7,04/01/2022,43,0,6,0,1,11,1,,,,4637
6,19,20,LOMU,L,PLNO,0,04/22/2022,,,18,3,04/22/2022,18,0,5,0,0,4,1,,,,4638
6,19,21,LOMU,L,GITR,2,04/18/2022,04/18/2022,,10,2,04/18/2022,10,0,4,0,0,0,2,other = baby stars + madia?,,,4639
6,19,22,LOMU,L,THIR-I,,,,,18,,,,,,,,,,,,,4640
6,19,23,LOMU,L,LENI,1,03/16/2022,03/16/2022,,18,3,03/16/2022,10,0,2,0,0,5,0,,,,4641
6,19,24,LOMU,L,empty,,,,,,,,,,,,,,,,,,4642
6,19,25,LOMU,L,VIVI,-9999,,,,,,,,,,,,,,,,,4643
6,20,1,ERBO,H,BRHO,-9999,,,,,,,,,,,,,,,,,4644
6,20,2,ERBO,H,ANAR,-9999,,,,,,,,,,,,,,,,,4645
6,20,3,ERBO,H,MAEL,-9999,,,,,,,,,,,,,,,,,4646
6,20,4,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,4647
6,20,5,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,4648
6,20,6,ERBO,H,CESO,-9999,,,,,,,,,,,,,,,,,4649
6,20,7,ERBO,H,BRNI,-9999,,,,,,,,,,,,,,,,,4650
6,20,8,ERBO,H,TWIL-I,-9999,,,,,,,,,,,,,,,,,4651
6,20,9,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,4652
6,20,10,ERBO,H,CLPU,-9999,,,,,,,,,,,,,,,,,4653
6,20,11,ERBO,H,PLER,-9999,,,,,,,,,,,,,,,,,4654
6,20,12,ERBO,H,BRNI,-9999,,,,,,,,,,,,,,,,,4655
6,20,13,ERBO,H,ACAM,-9999,,,,,,,,,,,,,,,,,4656
6,20,14,ERBO,H,ERBO,-9999,,,,,,,,,,,,,,,,,4657
6,20,15,ERBO,H,TACA,-9999,,,,,,,,,,,,,,,,,4658
6,20,16,ERBO,H,MICA,-9999,,,,,,,,,,,,,,,,,4659
6,20,17,ERBO,H,LOMU,-9999,,,,,,,,,,,,,,,,,4660
6,20,18,ERBO,H,AVBA,-9999,,,,,,,,,,,,,,,,,4661
6,20,19,ERBO,H,AMME,-9999,,,,,,,,,,,,,,,,,4662
6,20,20,ERBO,H,PLNO,-9999,,,,,,,,,,,,,,,,,4663
6,20,21,ERBO,H,GITR,-9999,,,,,,,,,,,,,,,,,4664
6,20,22,ERBO,H,THIR-I,-9999,,,,,,,,,,,,,,,,,4665
6,20,23,ERBO,H,LENI,0,03/16/2022,,,18,0,03/16/2022,0,0,2,0,0,2,4,,,,4666
6,20,24,ERBO,H,empty,-9999,,,,,,,,,,,,,,,,,4667
6,20,25,ERBO,H,VIVI,-9999,,,,,,,,,,,,,,,,,4668
6,21,1,CESO,L,BRHO,2,04/22/2022,04/22/2022,,10,4,04/22/2022,0,0,3,0,0,0,0,,,,4669
6,21,2,CESO,L,ANAR,,,,,10,,,,,,,,,,,,,4670
6,21,3,CESO,L,MAEL,,,,,18,,,,,,,,,,,,,4671
6,21,4,CESO,L,empty,,,,,,,,,,,,,,,,,,4672
6,21,5,CESO,L,empty,,,,,,,,,,,,,,,,,,4673
6,21,6,CESO,L,CESO,,,,,18,,,,,,,,,,,,,4674
6,21,7,CESO,L,BRNI,0,04/27/2022,,,18,21,04/27/2022,0,0,5,0,0,0,0,,,,4675
6,21,8,CESO,L,TWIL-I,0,04/12/2022,,,18,1,04/12/2022,15,0,3,3,1,0,1,,,,4676
6,21,9,CESO,L,empty,,,,,,,,,,,,,,,,,,4677
6,21,10,CESO,L,CLPU,,,,,10,,,,,,,,,,,,,4678
6,21,11,CESO,L,empty,,,,,,,,,,,,,,,,,,4679
6,21,12,CESO,L,PLER,1,04/18/2022,04/18/2022,,10,4,04/18/2022,0,0,1,2,0,1,0,,,,4680
6,21,13,CESO,L,ACAM,,,,,10,,,,,,,,,,,,,4681
6,21,14,CESO,L,ERBO,-9999,,,,,,,,,,,,,,,,,4682
6,21,15,CESO,L,TACA,,,,,10,,,,,,,,,,,,,4683
6,21,16,CESO,L,MICA,1,04/06/2022,04/06/2022,,10,4,04/06/2022,1,0,1,0,0,1,0,,,,4684
6,21,17,CESO,L,LOMU,,,,,10,,,,,,,,,,,,,4685
6,21,18,CESO,L,AVBA,0,05/04/2022,,,,5,05/04/2022,0,0,7,0,0,0,1,other= THIR,,,4686
6,21,19,CESO,L,AMME,0,04/01/2022,,,18,6,04/01/2022,16,0,1,1,2,0,2,,,,4687
6,21,20,CESO,L,PLNO,0,04/22/2022,,,18,22,04/22/2022,5,0,3,2,1,4,1,,,,4688
